time,ssp119 - base,ssp119 - sce1,ssp119 - sce2,ssp119 - sce3,ssp119 - sce4,ssp119 - sce5,ssp119 - sce6,ssp126 - base,ssp126 - sce1,ssp126 - sce2,ssp126 - sce3,ssp126 - sce4,ssp126 - sce5,ssp126 - sce6,ssp534 - base,ssp534 - sce1,ssp534 - sce2,ssp534 - sce3,ssp534 - sce4,ssp534 - sce5,ssp534 - sce6,ssp434 - base,ssp434 - sce1,ssp434 - sce2,ssp434 - sce3,ssp434 - sce4,ssp434 - sce5,ssp434 - sce6,ssp245 - base,ssp245 - sce1,ssp245 - sce2,ssp245 - sce3,ssp245 - sce4,ssp245 - sce5,ssp245 - sce6,ssp460 - base,ssp460 - sce1,ssp460 - sce2,ssp460 - sce3,ssp460 - sce4,ssp460 - sce5,ssp460 - sce6,ssp370 - base,ssp370 - sce1,ssp370 - sce2,ssp370 - sce3,ssp370 - sce4,ssp370 - sce5,ssp370 - sce6,ssp585 - base,ssp585 - sce1,ssp585 - sce2,ssp585 - sce3,ssp585 - sce4,ssp585 - sce5,ssp585 - sce6
2026.5,31.042675,28.679169,28.679169,26.484484,26.484484,24.289799,24.289799,38.917713,36.554207,36.554207,34.35952,34.35952,32.164837,32.164837,50.53765,48.174145,48.174145,45.979458,45.979458,43.784775,43.784775,39.878273,37.514763,37.514763,35.320076,35.320076,33.125393,33.125393,43.111908,40.7484,40.7484,38.55372,38.55372,36.35903,36.35903,45.555477,43.191967,43.191967,40.997284,40.997284,38.802597,38.802597,50.16474,47.80124,47.80124,45.606552,45.606552,43.41187,43.41187,50.53765,48.174145,48.174145,45.979458,45.979458,43.784775,43.784775
2027.5,29.602638,26.875132,26.875132,24.342447,24.342447,21.809761,21.809761,38.673935,35.946426,35.946426,33.413742,33.413742,30.881056,30.881056,51.60037,48.872864,48.872864,46.340176,46.340176,43.80749,43.80749,39.622147,36.894638,36.894638,34.361954,34.361954,31.829268,31.829268,43.396664,40.669155,40.669155,38.13647,38.13647,35.603783,35.603783,46.173687,43.44618,43.44618,40.913498,40.913498,38.380814,38.380814,50.984806,48.2573,48.2573,45.724613,45.724613,43.19193,43.19193,51.60037,48.872864,48.872864,46.340176,46.340176,43.80749,43.80749
2028.5,28.1626,25.071093,25.071093,22.200407,22.200407,19.329721,19.329721,38.430153,35.338646,35.338646,32.46796,32.46796,29.597275,29.597275,52.66309,49.571583,49.571583,46.700897,46.700897,43.83021,43.83021,39.36602,36.274513,36.274513,33.403828,33.403828,30.533144,30.533144,43.68141,40.589905,40.589905,37.71922,37.71922,34.848534,34.848534,46.7919,43.700394,43.700394,40.82971,40.82971,37.959023,37.959023,51.80487,48.713364,48.713364,45.84268,45.84268,42.971996,42.971996,52.66309,49.571583,49.571583,46.700897,46.700897,43.83021,43.83021
2029.5,26.722559,23.267052,23.267052,20.058367,20.058367,16.849682,16.849682,38.186375,34.73087,34.73087,31.522182,31.522182,28.313498,28.313498,53.72581,50.2703,50.2703,47.06162,47.06162,43.852932,43.852932,39.109894,35.65439,35.65439,32.4457,32.4457,29.237019,29.237019,43.966164,40.510654,40.510654,37.30197,37.30197,34.093285,34.093285,47.410114,43.9546,43.9546,40.745922,40.745922,37.537235,37.537235,52.62494,49.169434,49.169434,45.960747,45.960747,42.75206,42.75206,53.72581,50.2703,50.2703,47.06162,47.06162,43.852932,43.852932
2030.5,25.31518,21.675179,21.675179,18.295177,18.295177,14.915178,14.915178,37.668068,34.02807,34.02807,30.648066,30.648066,27.268068,27.268068,54.96633,51.326332,51.326332,47.94633,47.94633,44.566334,44.566334,38.634907,34.994907,34.994907,31.614904,31.614904,28.234905,28.234905,44.16659,40.526592,40.526592,37.146595,37.146595,33.766594,33.766594,47.8254,44.185402,44.185402,40.8054,40.8054,37.4254,37.4254,53.33968,49.69968,49.69968,46.31968,46.31968,42.939682,42.939682,54.96633,51.326332,51.326332,47.94633,47.94633,44.566334,44.566334
2031.5,23.941364,20.373169,20.301365,17.059843,16.921364,13.746516,13.541366,36.867607,33.299408,33.227608,29.98608,29.847605,26.672756,26.467606,56.3896,52.8214,52.7496,49.50807,49.3696,46.194748,45.989597,37.934975,34.36678,34.29497,31.053452,30.914972,27.740124,27.534973,44.280365,40.712166,40.640366,37.398838,37.260365,34.085514,33.880367,48.032135,44.46394,44.39213,41.15061,41.012135,37.837284,37.632133,53.94617,50.377975,50.30617,47.06465,46.92617,43.751324,43.546173,56.3896,52.8214,52.7496,49.50807,49.3696,46.194748,45.989597
2032.5,22.56755,19.144955,18.927551,15.966828,15.547552,12.788702,12.167552,36.067142,32.644543,32.427143,29.46642,29.047142,26.288292,25.667143,57.812862,54.390266,54.172863,51.21214,50.792866,48.03401,47.412865,37.235043,33.812447,33.595043,30.634323,30.215042,27.456194,26.835045,44.394135,40.97154,40.754135,37.79341,37.374134,34.615288,33.994137,48.23887,44.81627,44.59887,41.63814,41.21887,38.46002,37.838867,54.55266,51.130066,50.912663,47.95194,47.53266,44.773815,44.152664,57.812862,54.390266,54.172863,51.21214,50.792866,48.03401,47.412865
2033.5,21.193737,17.91674,17.553738,14.873815,14.173738,11.830888,10.793737,35.26668,31.989681,31.62668,28.946756,28.24668,25.90383,24.86668,59.236126,55.95913,55.596127,52.916203,52.21613,49.87328,48.83613,36.535114,33.258118,32.895115,30.215193,29.515114,27.172266,26.135115,44.507908,41.230907,40.867905,38.18798,37.487907,35.145058,34.107906,48.4456,45.168602,44.8056,42.125675,41.425602,39.082752,38.0456,55.159153,51.88216,51.519154,48.839233,48.139153,45.796303,44.759155,59.236126,55.95913,55.596127,52.916203,52.21613,49.87328,48.83613
2034.5,19.819923,16.688528,16.179924,13.780801,12.799924,10.873075,9.419924,34.46622,31.334822,30.826216,28.427094,27.446218,25.519367,24.066217,60.65939,57.527996,57.019394,54.62027,53.639393,51.71254,50.25939,35.835186,32.703785,32.195187,29.79606,28.815184,26.888334,25.435184,44.621674,41.490276,40.981674,38.582554,37.601673,35.674828,34.221676,48.652332,45.520935,45.012333,42.61321,41.63233,39.705486,38.252335,55.765644,52.63425,52.125645,49.726524,48.745647,46.818798,45.365646,60.65939,57.527996,57.019394,54.62027,53.639393,51.71254,50.25939
2035.5,18.44611,15.460313,14.80611,12.687787,11.42611,9.915261,8.04611,33.665756,30.679958,30.025755,27.907433,26.645756,25.134905,23.265757,62.08266,59.096863,58.442657,56.324333,55.06266,53.55181,51.68266,35.13525,32.149456,31.495253,29.37693,28.115253,26.604403,24.73525,44.735447,41.74965,41.095448,38.977123,37.715446,36.204597,34.335445,48.859066,45.873272,45.219067,43.100742,41.839066,40.328217,38.459064,56.37214,53.38634,52.732136,50.613815,49.35214,47.84129,45.972137,62.08266,59.096863,58.442657,56.324333,55.06266,53.55181,51.68266
2036.5,17.072298,14.2321005,13.432297,11.594774,10.052298,8.957448,6.672297,32.865295,30.025095,29.225292,27.387772,25.845293,24.750444,22.465294,63.505924,60.66573,59.86593,58.0284,56.485924,55.391075,53.105927,34.43532,31.595127,30.795322,28.9578,27.415323,26.320473,24.035322,44.849216,42.009018,41.209217,39.371693,37.829212,36.734367,34.449215,49.0658,46.225597,45.425797,43.588272,42.045795,40.950947,38.665794,56.978634,54.13843,53.33863,51.501106,49.95863,48.86378,46.57863,63.505924,60.66573,59.86593,58.0284,56.485924,55.391075,53.105927
2037.5,15.698483,13.003887,12.058483,10.5017605,8.678484,7.9996347,5.298484,32.064835,29.370235,28.424831,26.868109,25.044832,24.365982,21.664833,64.929184,62.234592,61.289192,59.732464,57.90919,57.230343,54.529194,33.735394,31.040796,30.095394,28.53867,26.715393,26.036543,23.335392,44.962986,42.268387,41.322987,39.766262,37.942986,37.264137,34.562984,49.272533,46.577934,45.63253,44.075806,42.252533,41.57368,38.872528,57.58512,54.890526,53.94512,52.388397,50.56512,49.886272,47.18512,64.929184,62.234592,61.289192,59.732464,57.90919,57.230343,54.529194
2038.5,14.32467,11.775673,10.68467,9.408747,7.30467,7.041821,3.92467,31.264368,28.715372,27.624369,26.348448,24.24437,23.98152,20.86437,66.352455,63.80346,62.712456,61.43653,59.33246,59.069607,55.952457,33.035465,30.486464,29.39546,28.11954,26.015463,25.752613,22.635462,45.076756,42.52776,41.436756,40.16083,38.056755,37.793907,34.676754,49.479263,46.930267,45.839264,44.563343,42.459267,42.196415,39.079266,58.191616,55.642616,54.551617,53.27569,51.17161,50.908764,47.79161,66.352455,63.80346,62.712456,61.43653,59.33246,59.069607,55.952457
2039.5,12.950856,10.547459,9.310857,8.315733,5.9308567,6.0840073,2.5508564,30.463907,28.06051,26.823908,25.828785,23.443907,23.597057,20.063908,67.77572,65.37232,64.13572,63.140594,60.755722,60.90887,57.37572,32.33553,29.932137,28.695532,27.700409,25.315533,25.468683,21.935532,45.190525,42.787132,41.550526,40.555405,38.17053,38.323677,34.790527,49.685997,47.282597,46.045998,45.050877,42.665997,42.81915,39.286,58.798107,56.394707,55.158108,54.162983,51.778107,51.93126,48.398106,67.77572,65.37232,64.13572,63.140594,60.755722,60.90887,57.37572
2040.5,11.934242,9.676445,8.294243,7.5799193,4.9142423,5.483393,1.5342424,29.69111,27.433311,26.05111,25.336786,22.67111,23.24026,19.29111,67.607285,65.34949,63.967278,63.252956,60.58728,61.15643,57.20728,31.553415,29.295618,27.913414,27.199091,24.533415,25.102566,21.153416,45.277927,43.02013,41.637928,40.923607,38.257927,38.82708,34.87793,49.78817,47.530373,46.14817,45.43385,42.768173,43.337326,39.388172,59.33445,57.076653,55.69445,54.980125,52.31445,52.8836,48.93445,69.2681,67.0103,65.62809,64.91377,62.248096,62.81724,58.868095
2041.5,11.284751,9.172553,7.64475,7.211227,4.2647505,5.249901,0.88475025,28.946745,26.834549,25.306746,24.87322,21.926746,22.911896,18.546745,65.80292,63.690723,62.162918,61.729393,58.78292,59.768066,55.40292,30.686829,28.574629,27.04683,26.613304,23.666826,24.651978,20.286827,45.338226,43.226032,41.698227,41.264706,38.31823,39.30338,34.93823,49.782883,47.67069,46.142883,45.709362,42.762882,43.748035,39.382885,59.7987,57.686497,56.158695,55.72517,52.778694,53.763847,49.398693,70.8315,68.7193,67.19149,66.75797,63.811493,64.796646,60.431496
2042.5,10.635258,8.668661,6.9952583,6.842535,3.6152582,5.016409,0.23525804,28.20238,26.235783,24.56238,24.409658,21.18238,22.58353,17.80238,63.998554,62.031956,60.358555,60.205833,56.978554,58.379707,53.598553,29.82024,27.853643,26.18024,26.027517,22.800241,24.201391,19.42024,45.39853,43.43193,41.75853,41.605804,38.37853,39.77968,34.998528,49.7776,47.811,46.137596,45.984875,42.7576,44.15875,39.377598,60.262943,58.29634,56.62294,56.47022,53.24294,54.644093,49.86294,72.3949,70.42829,68.75489,68.60217,65.37489,66.77605,61.99489
2043.5,9.985765,8.164769,6.345766,6.473843,2.9657662,4.7829165,-0.41423392,27.458015,25.637018,23.818016,23.946093,20.438017,22.255167,17.058016,62.1942,60.3732,58.554195,58.68227,55.174194,56.99135,51.794197,28.953653,27.132656,25.313654,25.441729,21.933653,23.750805,18.553652,45.45883,43.637833,41.81883,41.946903,38.438828,40.255978,35.058826,49.772312,47.951317,46.132313,46.260387,42.75231,44.56946,39.37231,60.727184,58.906193,57.08719,57.215263,53.707188,55.524338,50.327187,73.9583,72.13729,70.31829,70.446365,66.93829,68.75545,63.55829
2044.5,9.336274,7.660877,5.6962743,6.105151,2.3162742,4.5494246,-1.0637258,26.71365,25.038254,23.07365,23.482529,19.693651,21.926802,16.313652,60.38984,58.71444,56.749836,57.15871,53.369835,55.602985,49.989834,28.087067,26.411669,24.447065,24.855944,21.067066,23.300217,17.687067,45.519127,43.84373,41.879128,42.288006,38.49913,40.73228,35.11913,49.76703,48.09163,46.12703,46.5359,42.747025,44.98018,39.367023,61.191433,59.516033,57.551434,57.96031,54.171432,56.404587,50.791435,75.52169,73.8463,71.88169,72.290565,68.50169,70.73484,65.12169
2045.5,8.686782,7.156985,5.0467825,5.736459,1.6667823,4.315933,-1.7132179,25.969286,24.43949,22.329287,23.018963,18.949286,21.598436,15.569286,58.585472,57.055676,54.94547,55.635147,51.56547,54.214622,48.18547,27.220478,25.690681,23.580479,24.270157,20.20048,22.84963,16.820478,45.57943,44.04963,41.93943,42.62911,38.55943,41.20858,35.17943,49.76174,48.23194,46.121742,46.811417,42.741737,45.39089,39.36174,61.65568,60.125885,58.015682,58.70536,54.63568,57.284832,51.25568,77.08509,75.55529,73.44509,74.134766,70.06509,72.71424,66.68509
