year,variable,scenario,sce1,sce2,sce3,sce4,sce5,sce6,sce7,sce8,sce9
2300,O_motmax,ssp245,1.4313597101382576,-0.14953317950466613,1.3863826066218847,0.12012024576326145,-0.6730666644352444,-1.4869639618343127,4.722302995056703,9.233569236497978,14.111681285968608
2300,O_motmax,ssp460,-0.007757765184131258,-0.16305326944237322,-0.31984424650719473,-0.3861591187739553,-0.36433456250293544,-0.5247473877711917,1.7103535554749143,3.435708572540829,5.284720497300788
2300,O_motmax,ssp370,-0.007491996946519213,-0.04689386530098015,0.02835412504628375,-0.24206629013368294,-0.2838823921801921,-0.0850361334682855,0.21977399098808548,0.9476260866347761,1.0603996658910504
2300,O_motmax,ssp585,0.01816342807203034,0.003104650558745428,-0.00017112247174187398,0.02510611121127208,-0.004229169658763457,0.05068892073668224,0.26338193007813576,0.45855933213343886,0.6836587206761782
2300,O_temp,ssp119,0.2772510587637735,0.4005183651221782,0.6779701849712259,0.9064363000133506,0.9969795494720485,1.3950887815709354,4.2757092136288675,8.149595115081274,11.985336410331566
2300,O_temp,ssp126,0.24414224012645566,0.20114111337025375,0.40812362366483607,0.5485282846773121,0.7215180875688739,0.8510141157708567,2.7116749818599994,5.343189107131923,8.110955575120716
2300,O_temp,ssp534,0.27634150600136304,0.3672349796950598,0.4731952259452639,0.8508502165672541,0.5807043927386605,1.0331300023092997,2.896129388373521,5.587801265045651,8.452107376804491
2300,O_temp,ssp434,0.1969894572608044,0.267184545101991,0.37595099520403447,0.5172994656009631,0.549941379315508,0.849168903935447,2.4584451967723435,4.786921672883104,7.08898515092393
2300,O_temp,ssp245,0.11276302355409788,0.13892622853501063,0.21460846529797883,0.27785245707002126,0.2874053411539611,0.3979458569824077,1.4329716039545821,2.8028161902279454,4.175000258317784
2300,O_temp,ssp460,0.020257458537014664,0.09786304613932204,0.14922674432559144,0.16199566368778553,0.1707642950292421,0.25384227664391834,1.1560512356889696,2.1062956532870367,3.1172484418878157
2300,O_temp,ssp370,0.05244384069982315,0.07213863734486095,0.10525889222646376,0.13839976993177866,0.14563838105471927,0.2226646276193435,0.5513305691187858,1.0870496606875257,1.6062292476391766
2300,O_temp,ssp585,0.0497129772946922,0.0709947869726875,0.09901953114067268,0.13833176290696958,0.14705139326114822,0.2182493919581916,0.3403981120891855,0.6601609972596899,0.98432064519353
2300,O_totcarb,ssp119,0.3650607546365381,0.42901300362396083,0.5435941163930932,0.9566190577701982,1.2177574078021745,1.4948838200810062,8.300468983159242,15.940098060115115,23.627691323811554
2300,O_totcarb,ssp126,0.29388884086783645,0.36159852479326937,0.3688016826576771,0.5387962082577002,0.4581208401763333,0.5762526291526204,4.193678508658196,8.231768807445183,12.209352580171148
2300,O_totcarb,ssp534,0.4304206601916892,0.4560218890506744,0.5888282637566603,0.4928236555354657,0.6752324111557355,0.8000384018432884,4.81943133270397,8.989231483111189,13.211834168040065
2300,O_totcarb,ssp434,0.15063076633402372,0.1788740350216532,0.3728111466767087,0.43494633778949354,0.5686311429109396,0.8397665223121823,5.501788740350216,10.747505177932592,15.976275654302391
2300,O_totcarb,ssp245,0.04582136506633839,0.07864861168102859,0.09232663110381617,0.1408836000547121,0.15387771850636028,0.214744904937765,1.8308028997401176,3.509779783887293,5.170975242784845
2300,O_totcarb,ssp460,0.08147322073464577,0.06298284439770488,0.08667363907941039,0.13925564678758603,0.15716819886399752,0.20628326100899674,1.4139359655154482,2.788002057054367,4.148200366340581
2300,O_totcarb,ssp370,0.03828751716495661,0.05374978371234294,0.07252539309131205,0.10897216423872266,0.10897216423872266,0.15278191945631725,0.5411793291585213,1.0352355602678653,1.5355503278368658
2300,O_totcarb,ssp585,0.032215221996310446,0.041940572032932465,0.06260694086075426,0.08540073000908713,0.0939104112911314,0.10758668478013111,0.33643632782939303,0.6500788665104532,0.9625057364369357
