time,sce1,sce2,sce3,sce4,sce5,sce6
2189.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2190.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2191.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2192.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2193.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2194.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2195.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2196.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2197.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2198.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2199.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2200.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2201.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2202.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2203.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2204.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2205.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2206.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2207.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2208.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2209.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2210.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2211.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2212.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2213.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2214.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2215.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2216.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2217.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2218.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
